"report-def-1-rfile"
"Iteration" "report-def-1"
("Iteration" "report-def-1")
1 305.0240233525557
2 39.95557296722259
3 29.4703864918679
4 19.44209071617423
5 18.74288241754481
6 17.85902489758055
7 16.55526909422371
8 15.00322190627232
9 13.47481155569157
10 12.22118327053814
11 11.24562965653076
12 10.35186405507026
13 9.501050990903103
14 8.505155367453456
15 7.393966690342913
16 6.286152504230365
17 5.33199289785336
18 4.614843300373189
19 4.217641012017058
20 4.192343404546996
21 4.463830226953378
22 4.941936116488155
23 5.545118745882398
24 6.184744425415363
25 6.797623596834336
26 7.349572013364231
27 7.826582606734497
28 8.230823932120229
29 8.573775081069625
30 8.867588305844397
31 9.120374485440193
32 9.337242018357003
33 9.521710899426777
34 9.676870277914009
35 9.806325720906335
36 9.91346393209599
37 10.00137016426557
38 10.07281274738962
39 10.13020094718047
40 10.17579913250318
41 10.21161936601476
42 10.23881458612607
43 10.2586203738409
44 10.27223224531763
45 10.28068170153602
46 10.28507354534495
47 13.51295532318073
48 19.69864702156421
49 23.12009131801291
50 24.92794613227401
51 26.01550408362303
52 26.6689083881089
53 27.12095067632276
54 27.43997372399774
55 27.68956817895114
56 27.87833704340422
57 28.02453942633692
58 28.1315446508196
59 28.20792979533579
60 28.25762728377814
61 28.28700931324406
62 28.29974525605525
63 28.299884573223
64 28.29046675681403
65 28.27415853229902
66 28.25266857888851
67 33.61345413170964
68 42.68754800206302
69 47.73923231389993
70 50.32274711854298
71 51.88761032391613
72 52.82555035792761
73 53.49137595898981
74 53.96146933681725
75 54.33630356329169
76 54.61497106619682
77 54.83957908128596
78 55.00908354681825
79 55.14153419525812
80 55.239929171402
81 55.31256637460068
82 55.3752839918749
83 88.61249706070711
84 169.0326282651729
85 215.0085977286061
86 238.2942596149207
87 252.7847336774474
88 261.4640778515724
89 267.6396273265789
90 271.8344148399956
91 275.2022722387986
92 277.6794046625064
93 279.7250155409782
94 281.3101714254002
95 282.5950014811626
96 283.5749788674672
97 284.3346276960524
98 284.8659834690444
99 285.2343570490406
100 285.4354461814979
101 285.5249671901668
102 285.5144203045567
103 285.4261777274533
104 285.2902695853663
105 285.1231814524672
106 284.9357783905207
107 284.7415921218462
108 284.5499915848187
