Velocity [MPH],Angle of Attack,Port Number,Pressure 1 [psi],Pressure 2 [psi],Pressure 3 [psi],Pressure AVG [psi]
50,15,2,66.9284395013123,77.9003148293963,0,72.4143771653543
50,15,3,45.5332826115486,70.2200020997376,0,57.8766423556431
50,15,4,37.8529698818898,57.0537517060368,0,47.4533607939633
50,15,5,36.7557823490813,51.0192202755906,0,43.8875013123359
50,15,6,36.2071885826771,43.887501312336,0,40.0473449475066
50,15,7,36.7557823490813,40.5959387139107,0,38.675860531496
50,15,8,36.2071885826771,34.0128135170603,0,35.1100010498687
50,15,9,35.658594816273,30.1726571522309,0,32.915625984252
50,15,10,5.485937664042,8.7775002624672,0,7.1317189632546
50,15,11,8.7775002624672,11.5204690944882,0,10.1489846784777
50,15,12,13.714844160105,15.3606254593176,0,14.5377348097113
50,15,13,15.9092192257218,18.1035942913386,0,17.0064067585302
50,15,14,18.1035942913386,20.2979693569554,0,19.200781824147
50,15,15,19.7493755905512,20.8465631233595,0,20.2979693569553
50,15,16,21.3951568897638,22.4923444225722,0,21.943750656168
50,15,17,24.686719488189,24.1381257217848,0,24.4124226049869
50,15,18,83.3862524934384,84.4834400262467,0,83.9348462598425
50,20,1,31.8184384514435,82.8376587270341,0,57.3280485892388
50,20,2,40.5959387139107,69.1228145669291,0,54.8593766404199
50,20,3,40.5959387139107,46.630470144357,0,43.6132044291338
50,20,4,38.4015636482939,36.7557823490813,0,37.5786729986876
50,20,5,39.4987511811024,36.2071885826771,0,37.8529698818897
50,20,6,38.9501574146982,35.1100010498688,0,37.0300792322835
50,20,7,40.0473449475066,36.2071885826771,0,38.1272667650918
50,20,8,39.4987511811024,36.2071885826771,0,37.8529698818897
50,20,9,39.4987511811024,35.658594816273,0,37.5786729986877
50,20,10,6.58312519685038,5.485937664042,0,6.03453143044619
50,20,11,9.32609402887139,8.77750026246718,0,9.05179714566929
50,20,12,13.714844160105,13.1662503937008,0,13.4405472769029
50,20,13,16.4578129921259,16.4578129921259,0,16.4578129921259
50,20,14,20.2979693569554,18.1035942913386,0,19.200781824147
50,20,15,21.3951568897638,19.7493755905512,0,20.5722662401575
50,20,16,23.5895319553806,20.8465631233595,0,22.21804753937
50,20,17,27.4296883202099,24.686719488189,0,26.0582039041995
50,20,18,71.8657833989501,82.8376587270341,0,77.3517210629921
55,0,1,120.183179375,0,0,120.183179375
55,0,2,120.183179375,0,0,120.183179375
55,0,3,118.441394166667,0,0,118.441394166667
55,0,4,114.95782375,0,0,114.95782375
55,0,5,67.929623125,0,0,67.929623125
55,0,6,111.474253333333,0,0,111.474253333333
55,0,7,104.5071125,0,0,104.5071125
55,0,8,104.5071125,0,0,104.5071125
55,0,9,106.248897708333,0,0,106.248897708333
55,0,10,106.248897708333,0,0,106.248897708333
55,0,11,106.248897708333,0,0,106.248897708333
55,0,12,106.248897708333,0,0,106.248897708333
55,0,13,106.248897708333,0,0,106.248897708333
55,0,14,106.248897708333,0,0,106.248897708333
55,0,15,130.633890625,0,0,130.633890625
55,0,16,128.892105416667,0,0,128.892105416667
55,0,17,127.150320208333,0,0,127.150320208333
55,0,18,123.666749791667,0,0,123.666749791667
55,5,1,121.924964583333,0,0,121.924964583333
55,5,2,120.183179375,0,0,120.183179375
55,5,3,118.441394166667,0,0,118.441394166667
55,5,4,114.95782375,0,0,114.95782375
55,5,5,76.6385491666667,0,0,76.6385491666667
55,5,6,17.4178520833333,0,0,17.4178520833333
55,5,7,17.4178520833333,0,0,17.4178520833333
55,5,8,19.1596372916667,0,0,19.1596372916667
55,5,9,22.6432077083333,0,0,22.6432077083333
55,5,10,69.6714083333333,0,0,69.6714083333333
55,5,11,26.126778125,0,0,26.126778125
55,5,12,33.0939189583333,0,0,33.0939189583333
55,5,13,33.0939189583333,0,0,33.0939189583333
55,5,14,31.35213375,0,0,31.35213375
55,5,15,31.35213375,0,0,31.35213375
55,5,16,31.35213375,0,0,31.35213375
55,5,17,31.35213375,0,0,31.35213375
55,5,18,31.35213375,0,0,31.35213375
55,10,1,34.8357041666667,0,0,34.8357041666667
55,10,2,10.45071125,0,0,10.45071125
55,10,3,12.1924964583333,0,0,12.1924964583333
55,10,4,13.9342816666667,0,0,13.9342816666667
55,10,5,17.4178520833333,0,0,17.4178520833333
55,10,6,19.1596372916667,0,0,19.1596372916667
55,10,7,20.9014225,0,0,20.9014225
55,10,8,22.6432077083333,0,0,22.6432077083333
55,10,9,26.126778125,0,0,26.126778125
55,10,10,64.4460527083333,0,0,64.4460527083333
55,10,11,123.666749791667,0,0,123.666749791667
55,10,12,123.666749791667,0,0,123.666749791667
55,10,13,121.924964583333,0,0,121.924964583333
55,10,14,118.441394166667,0,0,118.441394166667
55,10,15,71.4131935416667,0,0,71.4131935416667
55,10,16,114.95782375,0,0,114.95782375
55,10,17,107.990682916667,0,0,107.990682916667
55,10,18,107.990682916667,0,0,107.990682916667
55,15,1,106.248897708333,0,0,106.248897708333
55,15,2,106.248897708333,0,0,106.248897708333
55,15,3,106.248897708333,0,0,106.248897708333
55,15,4,106.248897708333,0,0,106.248897708333
55,15,5,106.248897708333,0,0,106.248897708333
55,15,6,102.765327291667,0,0,102.765327291667
55,15,7,127.150320208333,0,0,127.150320208333
55,15,8,125.408535,0,0,125.408535
55,15,9,123.666749791667,0,0,123.666749791667
55,15,10,120.183179375,0,0,120.183179375
55,15,11,118.441394166667,0,0,118.441394166667
55,15,12,116.699608958333,0,0,116.699608958333
55,15,13,114.95782375,0,0,114.95782375
55,15,14,111.474253333333,0,0,111.474253333333
55,15,15,73.15497875,0,0,73.15497875
55,15,16,13.9342816666667,0,0,13.9342816666667
55,15,17,13.9342816666667,0,0,13.9342816666667
55,15,18,15.676066875,0,0,15.676066875
55,20,1,15.676066875,0,0,15.676066875
55,20,2,62.7042675,0,0,62.7042675
55,20,3,19.1596372916667,0,0,19.1596372916667
55,20,4,26.126778125,0,0,26.126778125
55,20,5,26.126778125,0,0,26.126778125
55,20,6,27.8685633333333,0,0,27.8685633333333
55,20,7,27.8685633333333,0,0,27.8685633333333
55,20,8,27.8685633333333,0,0,27.8685633333333
55,20,9,27.8685633333333,0,0,27.8685633333333
55,20,10,27.8685633333333,0,0,27.8685633333333
55,20,11,31.35213375,0,0,31.35213375
55,20,12,6.96714083333333,0,0,6.96714083333333
55,20,13,8.70892604166667,0,0,8.70892604166667
55,20,14,10.45071125,0,0,10.45071125
55,20,15,13.9342816666667,0,0,13.9342816666667
55,20,16,15.676066875,0,0,15.676066875
55,20,17,17.4178520833333,0,0,17.4178520833333
55,20,18,19.1596372916667,0,0,19.1596372916667
60,0,1,2.74296883202099,27.4296883202099,9.60039091207349,13.2576826881015
60,0,2,65.831251968504,89.9693776902888,34.2871104002624,63.3625800196851
60,0,3,68.5742208005249,93.2609402887139,35.658594816273,65.8312519685039
60,0,4,65.831251968504,89.4207839238845,34.9728526082677,63.4082961668854
60,0,5,63.0882831364829,85.5806275590552,33.6013681922573,60.7567596292651
60,0,6,57.602345472441,82.2890649606299,32.2298837762467,57.3737647364392
60,0,7,54.85937664042,79.5460961286089,30.8583993602362,55.0879573764217
60,0,8,46.630470144357,72.4143771653544,28.8011727362205,49.2820066819773
60,0,9,41.144532480315,65.831251968504,25.3724616961942,44.1160820483377
60,0,10,43.887501312336,71.3171896325459,28.1154305282152,47.7733738243657
60,0,11,38.4015636482939,65.2826582020997,26.0582039041995,43.247475251531
60,0,12,32.915625984252,60.3453143044619,23.3152350721784,38.8587251202974
60,0,13,32.915625984252,59.7967205380578,23.3152350721784,38.6758605314961
60,0,14,35.658594816273,61.9910956036746,23.3152350721784,40.3216418307087
60,0,15,35.658594816273,61.4425018372704,23.7266803969816,40.2759256835083
60,0,16,32.915625984252,59.2481267716536,23.3152350721784,38.4929959426947
60,0,17,35.658594816273,60.8939080708661,24.686719488189,40.4130741251094
60,0,18,96.0039091207349,100.392659251969,43.2017591043307,79.8661091590115
60,5,1,27.4296883202099,49.3734389763779,18.5150396161417,31.7727223042432
60,5,2,90.5179714566929,111.364534580053,43.887501312336,81.9233357830273
60,5,3,85.0320337926509,106.975784448819,41.8302746883203,77.9460309765967
60,5,4,79.5460961286089,99.8440654855643,39.0873058562992,72.8258224901575
60,5,5,74.0601584645669,94.3581278215224,37.0300792322835,68.4827885061243
60,5,6,60.3453143044619,81.7404711942258,31.5441415682414,57.876642355643
60,5,7,54.85937664042,76.803127296588,30.1726571522309,53.945053696413
60,5,8,49.3734389763779,71.8657833989501,28.1154305282152,49.7848843011811
60,5,9,41.144532480315,64.7340644356955,25.3724616961942,43.7503528707349
60,5,10,24.686719488189,45.5332826115486,17.8292974081365,29.3497665026247
60,5,11,24.686719488189,46.0818763779528,17.8292974081365,29.5326310914261
60,5,12,27.4296883202099,48.2762514435696,19.200781824147,31.6355738626422
60,5,13,27.4296883202099,50.4706265091864,19.200781824147,32.3670322178478
60,5,14,32.915625984252,53.2135953412074,21.2580084481627,35.795743257874
60,5,15,30.1726571522309,53.7621891076115,21.2580084481627,35.0642849026684
60,5,16,30.1726571522309,53.7621891076115,21.2580084481627,35.0642849026684
60,5,17,35.658594816273,57.0537517060368,22.6294928641733,38.4472797954944
60,5,18,112.461722112861,129.468128871391,52.116407808399,98.0154195975503
60,10,1,90.5179714566929,105.87859691601,45.2589857283464,80.5518513670164
60,10,2,112.461722112861,130.565316404199,52.116407808399,98.381148775153
60,10,3,101.489846784777,119.593441076115,47.3162123523622,89.4665000710847
60,10,4,82.2890649606299,100.392659251969,39.7730480643045,74.1515907589678
60,10,5,71.3171896325459,89.9693776902888,34.9728526082677,65.4198066437008
60,10,6,63.0882831364829,81.7404711942258,31.5441415682414,58.79096529965
60,10,7,54.85937664042,75.7059397637795,28.8011727362205,53.1221630468067
60,10,8,46.630470144357,67.4770332677165,25.3724616961942,46.4933217027559
60,10,9,41.144532480315,59.7967205380578,23.3152350721784,41.4188293635171
60,10,10,10.971875328084,29.6240633858267,11.6576175360892,17.4178520833333
60,10,11,16.4578129921259,34.5614072834645,13.714844160105,21.5780214785651
60,10,12,21.943750656168,40.0473449475066,15.0863285761155,25.6924747265967
60,10,13,24.686719488189,42.7903137795275,16.4578129921259,27.9782820866141
60,10,14,27.4296883202099,45.5332826115486,17.8292974081365,30.2640894466317
60,10,15,27.4296883202099,47.1790639107611,18.5150396161417,31.0412639490376
60,10,16,30.1726571522309,48.8248452099738,19.200781824147,32.7327613954506
60,10,17,32.915625984252,50.4706265091864,19.8865240321523,34.4242588418636
60,10,18,117.947659776903,136.599847834646,55.5451188484251,103.364208819991
60,15,1,112.461722112861,139.891410433071,55.5451188484251,102.632750464786
60,15,2,93.2609402887139,119.593441076115,48.0019545603675,86.9521119750655
60,15,3,57.602345472441,84.4834400262467,33.6013681922573,58.5623845636483
60,15,4,49.3734389763779,75.7059397637795,29.4869149442257,51.5220978947944
60,15,5,49.3734389763779,75.7059397637795,30.1726571522309,51.7506786307961
60,15,6,49.3734389763779,75.7059397637795,29.4869149442257,51.5220978947944
60,15,7,49.3734389763779,76.803127296588,30.1726571522309,52.1164078083989
60,15,8,50.4706265091864,76.803127296588,30.1726571522309,52.4821369860018
60,15,9,51.5678140419947,77.9003148293963,30.1726571522309,53.2135953412073
60,15,10,2.74296883202099,30.7212509186352,12.3433597440945,15.2691931649169
60,15,11,8.22890649606299,36.7557823490813,13.714844160105,19.5665110017498
60,15,12,13.714844160105,42.2417200131234,16.4578129921259,24.1381257217848
60,15,13,19.200781824147,46.0818763779528,17.8292974081365,27.7039852034121
60,15,14,21.943750656168,49.3734389763779,19.200781824147,30.172657152231
60,15,15,24.686719488189,51.5678140419947,19.8865240321523,32.0470191874453
60,15,16,27.4296883202099,54.3107828740157,21.2580084481627,34.3328265474628
60,15,17,30.1726571522309,57.602345472441,22.6294928641733,36.8014984962817
60,15,18,93.2609402887139,119.044847309711,43.887501312336,85.3977629702536
60,20,1,43.887501312336,68.0256270341208,28.1154305282152,46.6761862915573
60,20,2,57.602345472441,86.6778150918635,33.6013681922573,59.2938429188539
60,20,3,57.602345472441,85.0320337926509,33.6013681922573,58.7452491524497
60,20,4,57.602345472441,85.0320337926509,33.6013681922573,58.7452491524497
60,20,5,57.602345472441,85.0320337926509,33.6013681922573,58.7452491524497
60,20,6,57.602345472441,86.1292213254593,34.2871104002624,59.3395590660542
60,20,7,60.3453143044619,86.6778150918635,34.2871104002624,60.4367465988626
60,20,8,57.602345472441,86.6778150918635,34.2871104002624,59.5224236548556
60,20,9,57.602345472441,87.2264088582677,34.2871104002624,59.705288243657
60,20,10,10.971875328084,38.4015636482939,15.0863285761155,21.4865891841645
60,20,11,16.4578129921259,42.7903137795275,17.1435552001312,25.4638939905949
60,20,12,21.943750656168,49.3734389763779,19.200781824147,30.172657152231
60,20,13,24.686719488189,52.116407808399,20.5722662401575,32.4584645122485
60,20,14,30.1726571522309,57.602345472441,22.6294928641733,36.8014984962817
60,20,15,32.915625984252,60.3453143044619,23.3152350721784,38.8587251202974
60,20,16,35.658594816273,63.0882831364829,24.686719488189,41.144532480315
60,20,17,38.4015636482939,65.831251968504,26.0582039041995,43.4303398403325
